C01190 $A3 $01         LDA $01,S [000364] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:156
C01192 $EB             XBA                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:163
C01193 $A3 $03         LDA $03,S [000366] = $09        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:167
C01195 $8F $02 $42 $00 STA $004202                     A:0009 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:34 V:181 H:174
C01199 $EB             XBA                             A:0009 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:34 V:181 H:181
C0119A $8F $03 $42 $00 STA $004203                     A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:186
C0119E $EA             NOP                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:193
C0119F $EA             NOP                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:196
C011A0 $EA             NOP                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:199
C011A1 $EA             NOP                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:202
C011A2 $AF $16 $42 $00 LDA $004216                     A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:205
C011A6 $18             CLC                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:213
C011A7 $75 $01         ADC $01,X [000041] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:216
C011A9 $95 $01         STA $01,X [000041] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:222
C011AB $AF $17 $42 $00 LDA $004217                     A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:229
C011AF $75 $02         ADC $02,X [000042] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:236
C011B1 $95 $02         STA $02,X [000042] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:243
C011B3 $A9 $00         LDA #$00                        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:249
C011B5 $2A             ROL                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:252
C011B6 $95 $03         STA $03,X [000043] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:255
C011B8 $A3 $01         LDA $01,S [000364] = $00        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:262
C011BA $EB             XBA                             A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:268
C011BB $A3 $02         LDA $02,S [000365] = $00        A:0009 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:34 V:181 H:273
C011BD $8F $02 $42 $00 STA $004202                     A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:297
C011C1 $EB             XBA                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:305
C011C2 $8F $03 $42 $00 STA $004203                     A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:309
C011C6 $EA             NOP                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:317
C011C7 $EA             NOP                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:320
C011C8 $EA             NOP                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:323
C011C9 $EA             NOP                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:325
C011CA $AF $16 $42 $00 LDA $004216                     A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:328
C011CE $18             CLC                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:335
C011CF $75 $02         ADC $02,X [000042] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:181 H:338
C011D1 $95 $02         STA $02,X [000042] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:182 H:5  
C011D3 $AF $17 $42 $00 LDA $004217                     A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:182 H:11 
C011D7 $75 $03         ADC $03,X [000043] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:182 H:19 
C011D9 $95 $03         STA $03,X [000043] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:182 H:25 
C011DB $68             PLA                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:182 H:32 
C011DC $68             PLA                             A:0000 X:0040 Y:0002 S:0364 D:0000 DB:C6 P:36 V:182 H:38 
C011DD $EB             XBA                             A:0000 X:0040 Y:0002 S:0365 D:0000 DB:C6 P:36 V:182 H:45 
C011DE $68             PLA                             A:0000 X:0040 Y:0002 S:0365 D:0000 DB:C6 P:36 V:182 H:49 
C011DF $28             PLP                             A:0009 X:0040 Y:0002 S:0366 D:0000 DB:C6 P:34 V:182 H:56 
C011E0 $6B             RTL                             A:0009 X:0040 Y:0002 S:0367 D:0000 DB:C6 P:15 V:182 H:62 
C90597 $A0 $04         LDY #$04                        A:0009 X:0040 Y:0002 S:036A D:0000 DB:C6 P:15 V:182 H:73 
C90599 $B3 $09         LDA ($09,S),Y [C6035E] = $A6D4  A:0009 X:0040 Y:0004 S:036A D:0000 DB:C6 P:15 V:182 H:76 
C9059B $A0 $07         LDY #$07                        A:A6D4 X:0040 Y:0004 S:036A D:0000 DB:C6 P:95 V:182 H:89 
C9059D $18             CLC                             A:A6D4 X:0040 Y:0007 S:036A D:0000 DB:C6 P:15 V:182 H:92 
C9059E $73 $09         ADC ($09,S),Y [C60361] = $0006  A:A6D4 X:0040 Y:0007 S:036A D:0000 DB:C6 P:14 V:182 H:95 
C905A0 $90 $03         BCC $C905A5                     A:A6DA X:0040 Y:0007 S:036A D:0000 DB:C6 P:94 V:182 H:108
C905A5 $65 $40         ADC $40 [000040] = $0048        A:A6DA X:0040 Y:0007 S:036A D:0000 DB:C6 P:94 V:182 H:112
C905A7 $85 $40         STA $40 [000040] = $0048        A:A722 X:0040 Y:0007 S:036A D:0000 DB:C6 P:94 V:182 H:119
C905A9 $90 $02         BCC $C905AD                     A:A722 X:0040 Y:0007 S:036A D:0000 DB:C6 P:94 V:182 H:126
C905AD $E2 $20         SEP #$20                        A:A722 X:0040 Y:0007 S:036A D:0000 DB:C6 P:94 V:182 H:131
C905AF $A0 $06         LDY #$06                        A:A722 X:0040 Y:0007 S:036A D:0000 DB:C6 P:B4 V:182 H:145
C905B1 $B3 $09         LDA ($09,S),Y [C60360] = $C8    A:A722 X:0040 Y:0006 S:036A D:0000 DB:C6 P:34 V:182 H:148
C905B3 $18             CLC                             A:A7C8 X:0040 Y:0006 S:036A D:0000 DB:C6 P:B4 V:182 H:160
C905B4 $65 $42         ADC $42 [000042] = $00          A:A7C8 X:0040 Y:0006 S:036A D:0000 DB:C6 P:B4 V:182 H:163
C905B6 $85 $42         STA $42 [000042] = $00          A:A7C8 X:0040 Y:0006 S:036A D:0000 DB:C6 P:B4 V:182 H:168
C905B8 $C2 $30         REP #$30                        A:A7C8 X:0040 Y:0006 S:036A D:0000 DB:C6 P:B4 V:182 H:173
C905BA $A7 $40         LDA [$40] [C8A722] = $29CF      A:A7C8 X:0040 Y:0006 S:036A D:0000 DB:C6 P:84 V:182 H:177
C905BC $AA             TAX                             A:29CF X:0040 Y:0006 S:036A D:0000 DB:C6 P:04 V:182 H:189
C905BD $A0 $01 $00     LDY #$0001                      A:29CF X:29CF Y:0006 S:036A D:0000 DB:C6 P:04 V:182 H:192
C905C0 $B7 $40         LDA [$40],Y [C8A723] = $0029    A:29CF X:29CF Y:0001 S:036A D:0000 DB:C6 P:04 V:182 H:197
C905C2 $85 $41         STA $41 [000041] = $C8A7        A:0029 X:29CF Y:0001 S:036A D:0000 DB:C6 P:04 V:182 H:209
C905C4 $8A             TXA                             A:0029 X:29CF Y:0001 S:036A D:0000 DB:C6 P:04 V:182 H:216
C905C5 $85 $40         STA $40 [000040] = $2922        A:29CF X:29CF Y:0001 S:036A D:0000 DB:C6 P:04 V:182 H:219
C905C7 $A0 $0A $00     LDY #$000A                      A:29CF X:29CF Y:0001 S:036A D:0000 DB:C6 P:04 V:182 H:226
C905CA $B3 $09         LDA ($09,S),Y [C60364] = $0000  A:29CF X:29CF Y:000A S:036A D:0000 DB:C6 P:04 V:182 H:230
C905CC $29 $00 $FF     AND #$FF00                      A:0000 X:29CF Y:000A S:036A D:0000 DB:C6 P:06 V:182 H:243
C905CF $D0 $14         BNE $C905E5                     A:0000 X:29CF Y:000A S:036A D:0000 DB:C6 P:06 V:182 H:248
C905D1 $A5 $40         LDA $40 [000040] = $29CF        A:0000 X:29CF Y:000A S:036A D:0000 DB:C6 P:06 V:182 H:251
C905D3 $A0 $09 $00     LDY #$0009                      A:29CF X:29CF Y:000A S:036A D:0000 DB:C6 P:04 V:182 H:258
C905D6 $33 $09         AND ($09,S),Y [C60363] = $0080  A:29CF X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:262
C905D8 $85 $40         STA $40 [000040] = $29CF        A:0080 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:275
C905DA $B3 $09         LDA ($09,S),Y [C60363] = $0080  A:0080 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:299
C905DC $F0 $22         BEQ $C90600                     A:0080 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:312
C905DE $4A             LSR                             A:0080 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:315
C905DF $B0 $1F         BCS $C90600                     A:0040 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:318
C905E1 $46 $40         LSR $40 [000040] = $0080        A:0040 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:321
C905E3 $80 $F9         BRA $C905DE                     A:0040 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:332
C905DE $4A             LSR                             A:0040 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:182 H:337
C905DF $B0 $1F         BCS $C90600                     A:0020 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:0  
C905E1 $46 $40         LSR $40 [000040] = $0040        A:0020 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:3  
C905E3 $80 $F9         BRA $C905DE                     A:0020 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:15 
C905DE $4A             LSR                             A:0020 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:20 
C905DF $B0 $1F         BCS $C90600                     A:0010 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:23 
C905E1 $46 $40         LSR $40 [000040] = $0020        A:0010 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:26 
C905E3 $80 $F9         BRA $C905DE                     A:0010 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:38 
C905DE $4A             LSR                             A:0010 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:43 
C905DF $B0 $1F         BCS $C90600                     A:0008 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:46 
C905E1 $46 $40         LSR $40 [000040] = $0010        A:0008 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:49 
C905E3 $80 $F9         BRA $C905DE                     A:0008 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:61 
C905DE $4A             LSR                             A:0008 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:66 
C905DF $B0 $1F         BCS $C90600                     A:0004 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:69 
C905E1 $46 $40         LSR $40 [000040] = $0008        A:0004 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:72 
C905E3 $80 $F9         BRA $C905DE                     A:0004 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:84 
C905DE $4A             LSR                             A:0004 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:89 
C905DF $B0 $1F         BCS $C90600                     A:0002 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:92 
C905E1 $46 $40         LSR $40 [000040] = $0004        A:0002 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:95 
C905E3 $80 $F9         BRA $C905DE                     A:0002 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:107
C905DE $4A             LSR                             A:0002 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:112
C905DF $B0 $1F         BCS $C90600                     A:0001 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:115
C905E1 $46 $40         LSR $40 [000040] = $0002        A:0001 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:118
C905E3 $80 $F9         BRA $C905DE                     A:0001 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:130
C905DE $4A             LSR                             A:0001 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:145
C905DF $B0 $1F         BCS $C90600                     A:0000 X:29CF Y:0009 S:036A D:0000 DB:C6 P:07 V:183 H:148
C90600 $A3 $09         LDA $09,S [000373] = $035A      A:0000 X:29CF Y:0009 S:036A D:0000 DB:C6 P:07 V:183 H:152
C90602 $18             CLC                             A:035A X:29CF Y:0009 S:036A D:0000 DB:C6 P:05 V:183 H:161
C90603 $69 $0B $00     ADC #$000B                      A:035A X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:164
C90606 $83 $09         STA $09,S [000373] = $035A      A:0365 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:168
C90608 $7A             PLY                             A:0365 X:29CF Y:0009 S:036A D:0000 DB:C6 P:04 V:183 H:177
C90609 $FA             PLX                             A:0365 X:29CF Y:4F8E S:036C D:0000 DB:C6 P:04 V:183 H:185
C9060A $68             PLA                             A:0365 X:0008 Y:4F8E S:036E D:0000 DB:C6 P:04 V:183 H:194
C9060B $AB             PLB                             A:0001 X:0008 Y:4F8E S:0370 D:0000 DB:C6 P:04 V:183 H:202
C9060C $28             PLP                             A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:04 V:183 H:209
C9060D $A5 $40         LDA $40 [000040] = $0001        A:0001 X:0008 Y:4F8E S:0372 D:0000 DB:7E P:05 V:183 H:215
C9060F $6B             RTL                             A:0001 X:0008 Y:4F8E S:0372 D:0000 DB:7E P:05 V:183 H:222
C60366 $C9 $00 $00     CMP #$0000                      A:0001 X:0008 Y:4F8E S:0375 D:0000 DB:7E P:05 V:183 H:233
C60369 $F0 $0A         BEQ $C60375                     A:0001 X:0008 Y:4F8E S:0375 D:0000 DB:7E P:05 V:183 H:237
C6036B $22 $89 $07 $C9 JSL $C90789                     A:0001 X:0008 Y:4F8E S:0375 D:0000 DB:7E P:05 V:183 H:240
C90789 $08             PHP                             A:0001 X:0008 Y:4F8E S:0372 D:0000 DB:7E P:05 V:183 H:254
C9078A $78             SEI                             A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:05 V:183 H:259
C9078B $C2 $30         REP #$30                        A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:05 V:183 H:262
C9078D $48             PHA                             A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:05 V:183 H:266
C9078E $8B             PHB                             A:0001 X:0008 Y:4F8E S:036F D:0000 DB:7E P:05 V:183 H:273
C9078F $DA             PHX                             A:0001 X:0008 Y:4F8E S:036E D:0000 DB:7E P:05 V:183 H:318
C90790 $5A             PHY                             A:0001 X:0008 Y:4F8E S:036C D:0000 DB:7E P:05 V:183 H:325
C90791 $A3 $0A         LDA $0A,S [000374] = $C603      A:0001 X:0008 Y:4F8E S:036A D:0000 DB:7E P:05 V:183 H:331
C90793 $48             PHA                             A:C603 X:0008 Y:4F8E S:036A D:0000 DB:7E P:85 V:184 H:0  
C90794 $AB             PLB                             A:C603 X:0008 Y:4F8E S:0368 D:0000 DB:7E P:85 V:184 H:7  
C90795 $AB             PLB                             A:C603 X:0008 Y:4F8E S:0369 D:0000 DB:03 P:05 V:184 H:13 
C90796 $A0 $04 $00     LDY #$0004                      A:C603 X:0008 Y:4F8E S:036A D:0000 DB:C6 P:85 V:184 H:20 
C90799 $B3 $09         LDA ($09,S),Y [C60372] = $0002  A:C603 X:0008 Y:0004 S:036A D:0000 DB:C6 P:05 V:184 H:24 
C9079B $85 $40         STA $40 [000040] = $0001        A:0002 X:0008 Y:0004 S:036A D:0000 DB:C6 P:05 V:184 H:37 
C9079D $C8             INY                             A:0002 X:0008 Y:0004 S:036A D:0000 DB:C6 P:05 V:184 H:44 
C9079E $B3 $09         LDA ($09,S),Y [C60373] = $0000  A:0002 X:0008 Y:0005 S:036A D:0000 DB:C6 P:05 V:184 H:47 
C907A0 $85 $41         STA $41 [000041] = $0000        A:0000 X:0008 Y:0005 S:036A D:0000 DB:C6 P:07 V:184 H:60 
C907A2 $A0 $01 $00     LDY #$0001                      A:0000 X:0008 Y:0005 S:036A D:0000 DB:C6 P:07 V:184 H:67 
C907A5 $B3 $09         LDA ($09,S),Y [C6036F] = $99C6  A:0000 X:0008 Y:0001 S:036A D:0000 DB:C6 P:05 V:184 H:72 
C907A7 $AA             TAX                             A:99C6 X:0008 Y:0001 S:036A D:0000 DB:C6 P:85 V:184 H:85 
C907A8 $C8             INY                             A:99C6 X:99C6 Y:0001 S:036A D:0000 DB:C6 P:85 V:184 H:88 
C907A9 $B3 $09         LDA ($09,S),Y [C60370] = $7E99  A:99C6 X:99C6 Y:0002 S:036A D:0000 DB:C6 P:05 V:184 H:91 
C907AB $48             PHA                             A:7E99 X:99C6 Y:0002 S:036A D:0000 DB:C6 P:05 V:184 H:104
C907AC $AB             PLB                             A:7E99 X:99C6 Y:0002 S:0368 D:0000 DB:C6 P:05 V:184 H:111
C907AD $AB             PLB                             A:7E99 X:99C6 Y:0002 S:0369 D:0000 DB:99 P:85 V:184 H:117
C907AE $BD $00 $00     LDA $0000,X [7E99C6] = $0015    A:7E99 X:99C6 Y:0002 S:036A D:0000 DB:7E P:05 V:184 H:124
C907B1 $05 $40         ORA $40 [000040] = $0002        A:0015 X:99C6 Y:0002 S:036A D:0000 DB:7E P:05 V:184 H:134
C907B3 $9D $00 $00     STA $0000,X [7E99C6] = $0015    A:0017 X:99C6 Y:0002 S:036A D:0000 DB:7E P:05 V:184 H:151
C907B6 $BD $01 $00     LDA $0001,X [7E99C7] = $0000    A:0017 X:99C6 Y:0002 S:036A D:0000 DB:7E P:05 V:184 H:161
C907B9 $05 $41         ORA $41 [000041] = $0000        A:0000 X:99C6 Y:0002 S:036A D:0000 DB:7E P:07 V:184 H:171
C907BB $9D $01 $00     STA $0001,X [7E99C7] = $0000    A:0000 X:99C6 Y:0002 S:036A D:0000 DB:7E P:07 V:184 H:178
C907BE $A3 $09         LDA $09,S [000373] = $036E      A:0000 X:99C6 Y:0002 S:036A D:0000 DB:7E P:07 V:184 H:188
C907C0 $18             CLC                             A:036E X:99C6 Y:0002 S:036A D:0000 DB:7E P:05 V:184 H:196
C907C1 $69 $06 $00     ADC #$0006                      A:036E X:99C6 Y:0002 S:036A D:0000 DB:7E P:04 V:184 H:199
C907C4 $83 $09         STA $09,S [000373] = $036E      A:0374 X:99C6 Y:0002 S:036A D:0000 DB:7E P:04 V:184 H:204
C907C6 $7A             PLY                             A:0374 X:99C6 Y:0002 S:036A D:0000 DB:7E P:04 V:184 H:212
C907C7 $FA             PLX                             A:0374 X:99C6 Y:4F8E S:036C D:0000 DB:7E P:04 V:184 H:221
C907C8 $AB             PLB                             A:0374 X:0008 Y:4F8E S:036E D:0000 DB:7E P:04 V:184 H:229
C907C9 $68             PLA                             A:0374 X:0008 Y:4F8E S:036F D:0000 DB:7E P:04 V:184 H:236
C907CA $28             PLP                             A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:04 V:184 H:244
C907CB $6B             RTL                             A:0001 X:0008 Y:4F8E S:0372 D:0000 DB:7E P:05 V:184 H:251
C60375 $22 $72 $05 $C9 JSL $C90572                     A:0001 X:0008 Y:4F8E S:0375 D:0000 DB:7E P:05 V:184 H:261
C90572 $08             PHP                             A:0001 X:0008 Y:4F8E S:0372 D:0000 DB:7E P:05 V:184 H:275
C90573 $8B             PHB                             A:0001 X:0008 Y:4F8E S:0371 D:0000 DB:7E P:05 V:184 H:323
C90574 $78             SEI                             A:0001 X:0008 Y:4F8E S:0370 D:0000 DB:7E P:05 V:184 H:327
C90575 $C2 $30         REP #$30                        A:0001 X:0008 Y:4F8E S:0370 D:0000 DB:7E P:05 V:184 H:330
C90577 $48             PHA                             A:0001 X:0008 Y:4F8E S:0370 D:0000 DB:7E P:05 V:184 H:335
C90578 $DA             PHX                             A:0001 X:0008 Y:4F8E S:036E D:0000 DB:7E P:05 V:185 H:2  
C90579 $5A             PHY                             A:0001 X:0008 Y:4F8E S:036C D:0000 DB:7E P:05 V:185 H:9  
C9057A $86 $40         STX $40 [000040] = $0002        A:0001 X:0008 Y:4F8E S:036A D:0000 DB:7E P:05 V:185 H:16 
C9057C $E2 $30         SEP #$30                        A:0001 X:0008 Y:4F8E S:036A D:0000 DB:7E P:05 V:185 H:23 
C9057E $A3 $0B         LDA $0B,S [000375] = $C6        A:0001 X:0008 Y:008E S:036A D:0000 DB:7E P:35 V:185 H:27 
C90580 $48             PHA                             A:00C6 X:0008 Y:008E S:036A D:0000 DB:7E P:B5 V:185 H:34 
C90581 $AB             PLB                             A:00C6 X:0008 Y:008E S:0369 D:0000 DB:7E P:B5 V:185 H:39 
C90582 $A0 $01         LDY #$01                        A:00C6 X:0008 Y:008E S:036A D:0000 DB:C6 P:B5 V:185 H:45 
C90584 $B3 $09         LDA ($09,S),Y [C60379] = $00    A:00C6 X:0008 Y:0001 S:036A D:0000 DB:C6 P:35 V:185 H:48 
C90586 $F0 $03         BEQ $C9058B                     A:0000 X:0008 Y:0001 S:036A D:0000 DB:C6 P:37 V:185 H:60 
C9058B $C2 $20         REP #$20                        A:0000 X:0008 Y:0001 S:036A D:0000 DB:C6 P:37 V:185 H:64 
C9058D $A0 $02         LDY #$02                        A:0000 X:0008 Y:0001 S:036A D:0000 DB:C6 P:17 V:185 H:69 
C9058F $B3 $09         LDA ($09,S),Y [C6037A] = $0009  A:0000 X:0008 Y:0002 S:036A D:0000 DB:C6 P:15 V:185 H:72 
C90591 $A2 $40         LDX #$40                        A:0009 X:0008 Y:0002 S:036A D:0000 DB:C6 P:15 V:185 H:85 
C90593 $22 $46 $11 $C0 JSL $C01146                     A:0009 X:0040 Y:0002 S:036A D:0000 DB:C6 P:15 V:185 H:88 
C01146 $08             PHP                             A:0009 X:0040 Y:0002 S:0367 D:0000 DB:C6 P:15 V:185 H:101
C01147 $E2 $20         SEP #$20                        A:0009 X:0040 Y:0002 S:0366 D:0000 DB:C6 P:15 V:185 H:106
C01149 $48             PHA                             A:0009 X:0040 Y:0002 S:0366 D:0000 DB:C6 P:35 V:185 H:111
C0114A $EB             XBA                             A:0009 X:0040 Y:0002 S:0365 D:0000 DB:C6 P:35 V:185 H:116
C0114B $48             PHA                             A:0900 X:0040 Y:0002 S:0365 D:0000 DB:C6 P:37 V:185 H:120
C0114C $B5 $01         LDA $01,X [000041] = $00        A:0900 X:0040 Y:0002 S:0364 D:0000 DB:C6 P:37 V:185 H:125
C0114E $48             PHA                             A:0900 X:0040 Y:0002 S:0364 D:0000 DB:C6 P:37 V:185 H:132
C0114F $A3 $03         LDA $03,S [000366] = $09        A:0900 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:37 V:185 H:147
C01151 $EB             XBA                             A:0909 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:153
C01152 $B5 $00         LDA $00,X [000040] = $08        A:0909 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:158
C01154 $48             PHA                             A:0908 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:164
C01155 $8F $02 $42 $00 STA $004202                     A:0908 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:169
C01159 $EB             XBA                             A:0908 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:177
C0115A $8F $03 $42 $00 STA $004203                     A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:181
C0115E $EA             NOP                             A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:189
C0115F $EA             NOP                             A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:192
C01160 $EA             NOP                             A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:195
C01161 $EA             NOP                             A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:198
C01162 $AF $16 $42 $00 LDA $004216                     A:0809 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:201
C01166 $95 $00         STA $00,X [000040] = $08        A:0848 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:208
C01168 $AF $17 $42 $00 LDA $004217                     A:0848 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:35 V:185 H:215
C0116C $95 $01         STA $01,X [000041] = $00        A:0800 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:37 V:185 H:222
C0116E $68             PLA                             A:0800 X:0040 Y:0002 S:0362 D:0000 DB:C6 P:37 V:185 H:229
C0116F $EB             XBA                             A:0808 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:235
C01170 $A3 $02         LDA $02,S [000365] = $00        A:0808 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:240
C01172 $8F $02 $42 $00 STA $004202                     A:0800 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:37 V:185 H:246
C01176 $EB             XBA                             A:0800 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:37 V:185 H:254
C01177 $8F $03 $42 $00 STA $004203                     A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:258
C0117B $EA             NOP                             A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:266
C0117C $EA             NOP                             A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:269
C0117D $EA             NOP                             A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:272
C0117E $EA             NOP                             A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:275
C0117F $AF $16 $42 $00 LDA $004216                     A:0008 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:35 V:185 H:294
C01183 $18             CLC                             A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:37 V:185 H:302
C01184 $75 $01         ADC $01,X [000041] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:185 H:305
C01186 $95 $01         STA $01,X [000041] = $00        A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:185 H:311
C01188 $AF $17 $42 $00 LDA $004217                     A:0000 X:0040 Y:0002 S:0363 D:0000 DB:C6 P:36 V:185 H:318
