01916F $20 $0B $FE     JSR $FE0B [01FE0B] = $8B        A:CDC8 X:0D20 Y:CDC8 S:1FCB D:0000 DB:01 P:nvMxdiZc V:198 H:304
01E924 $C8             INY                             A:CD00 X:0006 Y:CE0A S:1FC2 D:2100 DB:04 P:nvMxdiZc V:89  H:276
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0006 Y:CE0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:292
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0006 Y:CE0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:297
01E929 $CA             DEX                             A:CD00 X:0006 Y:CE0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:303
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0005 Y:CE0B S:1FC2 D:2100 DB:04 P:nvMxdizc V:89  H:306
01E921 $B9 $00 $00     LDA $0000,Y [04CE0B] = $06      A:CD00 X:0005 Y:CE0B S:1FC2 D:2100 DB:04 P:nvMxdizc V:89  H:312
01E924 $C8             INY                             A:CD06 X:0005 Y:CE0B S:1FC2 D:2100 DB:04 P:nvMxdizc V:89  H:321
01E925 $85 $80         STA $80 [002180] = $00          A:CD06 X:0005 Y:CE0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:324
01E927 $64 $80         STZ $80 [002180] = $00          A:CD06 X:0005 Y:CE0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:329
01E929 $CA             DEX                             A:CD06 X:0005 Y:CE0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:89  H:335
01E92A $D0 $F5         BNE $01E921                     A:CD06 X:0004 Y:CE0C S:1FC2 D:2100 DB:04 P:nvMxdizc V:89  H:338
01E921 $B9 $00 $00     LDA $0000,Y [04CE0C] = $00      A:CD06 X:0004 Y:CE0C S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:4  
01E924 $C8             INY                             A:CD00 X:0004 Y:CE0C S:1FC2 D:2100 DB:04 P:nvMxdiZc V:90  H:13 
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0004 Y:CE0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:17 
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0004 Y:CE0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:22 
01E929 $CA             DEX                             A:CD00 X:0004 Y:CE0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:28 
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0003 Y:CE0D S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:31 
01E921 $B9 $00 $00     LDA $0000,Y [04CE0D] = $06      A:CD00 X:0003 Y:CE0D S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:37 
01E924 $C8             INY                             A:CD06 X:0003 Y:CE0D S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:46 
01E925 $85 $80         STA $80 [002180] = $00          A:CD06 X:0003 Y:CE0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:50 
01E927 $64 $80         STZ $80 [002180] = $00          A:CD06 X:0003 Y:CE0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:55 
01E929 $CA             DEX                             A:CD06 X:0003 Y:CE0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:61 
01E92A $D0 $F5         BNE $01E921                     A:CD06 X:0002 Y:CE0E S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:64 
01E921 $B9 $00 $00     LDA $0000,Y [04CE0E] = $00      A:CD06 X:0002 Y:CE0E S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:70 
01E924 $C8             INY                             A:CD00 X:0002 Y:CE0E S:1FC2 D:2100 DB:04 P:nvMxdiZc V:90  H:79 
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0002 Y:CE0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:83 
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0002 Y:CE0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:88 
01E929 $CA             DEX                             A:CD00 X:0002 Y:CE0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:94 
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0001 Y:CE0F S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:97 
01E921 $B9 $00 $00     LDA $0000,Y [04CE0F] = $01      A:CD00 X:0001 Y:CE0F S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:103
01E924 $C8             INY                             A:CD01 X:0001 Y:CE0F S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:112
01E925 $85 $80         STA $80 [002180] = $00          A:CD01 X:0001 Y:CE10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:116
01E927 $64 $80         STZ $80 [002180] = $00          A:CD01 X:0001 Y:CE10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:121
01E929 $CA             DEX                             A:CD01 X:0001 Y:CE10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:127
01E92A $D0 $F5         BNE $01E921                     A:CD01 X:0000 Y:CE10 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:90  H:130
01E92C $FA             PLX                             A:CD01 X:0000 Y:CE10 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:90  H:144
01E92D $2B             PLD                             A:CD01 X:7F40 Y:CE10 S:1FC4 D:2100 DB:04 P:nvMxdizc V:90  H:153
01E92E $60             RTS                             A:CD01 X:7F40 Y:CE10 S:1FC6 D:0000 DB:04 P:nvMxdiZc V:90  H:162
01FE2A $C0 $A0 $D1     CPY #$D1A0                      A:CD01 X:7F40 Y:CE10 S:1FC8 D:0000 DB:04 P:nvMxdiZc V:90  H:173
01FE2D $D0 $F8         BNE $01FE27                     A:CD01 X:7F40 Y:CE10 S:1FC8 D:0000 DB:04 P:NvMxdizc V:90  H:179
01FE27 $20 $0C $E9     JSR $E90C [01E90C] = $0B        A:CD01 X:7F40 Y:CE10 S:1FC8 D:0000 DB:04 P:NvMxdizc V:90  H:184
01E90C $0B             PHD                             A:CD01 X:7F40 Y:CE10 S:1FC6 D:0000 DB:04 P:NvMxdizc V:90  H:196
01E90D $DA             PHX                             A:CD01 X:7F40 Y:CE10 S:1FC4 D:0000 DB:04 P:NvMxdizc V:90  H:203
01E90E $F4 $00 $21     PEA #$2100                      A:CD01 X:7F40 Y:CE10 S:1FC2 D:0000 DB:04 P:NvMxdizc V:90  H:211
01E911 $2B             PLD                             A:CD01 X:7F40 Y:CE10 S:1FC0 D:0000 DB:04 P:NvMxdizc V:90  H:221
01E912 $A2 $10 $00     LDX #$0010                      A:CD01 X:7F40 Y:CE10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:230
01E915 $B9 $00 $00     LDA $0000,Y [04CE10] = $03      A:CD01 X:0010 Y:CE10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:236
01E918 $C8             INY                             A:CD03 X:0010 Y:CE10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:245
01E919 $85 $80         STA $80 [002180] = $00          A:CD03 X:0010 Y:CE11 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:249
01E91B $CA             DEX                             A:CD03 X:0010 Y:CE11 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:254
01E91C $D0 $F7         BNE $01E915                     A:CD03 X:000F Y:CE11 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:258
01E915 $B9 $00 $00     LDA $0000,Y [04CE11] = $00      A:CD03 X:000F Y:CE11 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:263
01E918 $C8             INY                             A:CD00 X:000F Y:CE11 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:90  H:273
01E919 $85 $80         STA $80 [002180] = $00          A:CD00 X:000F Y:CE12 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:276
01E91B $CA             DEX                             A:CD00 X:000F Y:CE12 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:294
01E91C $D0 $F7         BNE $01E915                     A:CD00 X:000E Y:CE12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:297
01E915 $B9 $00 $00     LDA $0000,Y [04CE12] = $0F      A:CD00 X:000E Y:CE12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:303
01E918 $C8             INY                             A:CD0F X:000E Y:CE12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:312
01E919 $85 $80         STA $80 [002180] = $00          A:CD0F X:000E Y:CE13 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:316
01E91B $CA             DEX                             A:CD0F X:000E Y:CE13 S:1FC2 D:2100 DB:04 P:NvMxdizc V:90  H:321
01E91C $D0 $F7         BNE $01E915                     A:CD0F X:000D Y:CE13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:324
01E915 $B9 $00 $00     LDA $0000,Y [04CE13] = $03      A:CD0F X:000D Y:CE13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:329
01E918 $C8             INY                             A:CD03 X:000D Y:CE13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:90  H:339
01E919 $85 $80         STA $80 [002180] = $00          A:CD03 X:000D Y:CE14 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:2  
01E91B $CA             DEX                             A:CD03 X:000D Y:CE14 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:8  
01E91C $D0 $F7         BNE $01E915                     A:CD03 X:000C Y:CE14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:11 
01E915 $B9 $00 $00     LDA $0000,Y [04CE14] = $1F      A:CD03 X:000C Y:CE14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:17 
01E918 $C8             INY                             A:CD1F X:000C Y:CE14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:26 
01E919 $85 $80         STA $80 [002180] = $00          A:CD1F X:000C Y:CE15 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:30 
01E91B $CA             DEX                             A:CD1F X:000C Y:CE15 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:35 
01E91C $D0 $F7         BNE $01E915                     A:CD1F X:000B Y:CE15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:39 
01E915 $B9 $00 $00     LDA $0000,Y [04CE15] = $0F      A:CD1F X:000B Y:CE15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:44 
01E918 $C8             INY                             A:CD0F X:000B Y:CE15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:54 
01E919 $85 $80         STA $80 [002180] = $00          A:CD0F X:000B Y:CE16 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:57 
01E91B $CA             DEX                             A:CD0F X:000B Y:CE16 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:63 
01E91C $D0 $F7         BNE $01E915                     A:CD0F X:000A Y:CE16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:66 
01E915 $B9 $00 $00     LDA $0000,Y [04CE16] = $2F      A:CD0F X:000A Y:CE16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:72 
01E918 $C8             INY                             A:CD2F X:000A Y:CE16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:81 
01E919 $85 $80         STA $80 [002180] = $00          A:CD2F X:000A Y:CE17 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:85 
01E91B $CA             DEX                             A:CD2F X:000A Y:CE17 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:90 
01E91C $D0 $F7         BNE $01E915                     A:CD2F X:0009 Y:CE17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:94 
01E915 $B9 $00 $00     LDA $0000,Y [04CE17] = $1F      A:CD2F X:0009 Y:CE17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:99 
01E918 $C8             INY                             A:CD1F X:0009 Y:CE17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:109
01E919 $85 $80         STA $80 [002180] = $00          A:CD1F X:0009 Y:CE18 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:112
01E91B $CA             DEX                             A:CD1F X:0009 Y:CE18 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:118
01E91C $D0 $F7         BNE $01E915                     A:CD1F X:0008 Y:CE18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:121
01E915 $B9 $00 $00     LDA $0000,Y [04CE18] = $3F      A:CD1F X:0008 Y:CE18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:127
01E918 $C8             INY                             A:CD3F X:0008 Y:CE18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:146
01E919 $85 $80         STA $80 [002180] = $00          A:CD3F X:0008 Y:CE19 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:150
01E91B $CA             DEX                             A:CD3F X:0008 Y:CE19 S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:155
01E91C $D0 $F7         BNE $01E915                     A:CD3F X:0007 Y:CE19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:159
01E915 $B9 $00 $00     LDA $0000,Y [04CE19] = $1D      A:CD3F X:0007 Y:CE19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:164
01E918 $C8             INY                             A:CD1D X:0007 Y:CE19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:174
01E919 $85 $80         STA $80 [002180] = $00          A:CD1D X:0007 Y:CE1A S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:177
01E91B $CA             DEX                             A:CD1D X:0007 Y:CE1A S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:183
01E91C $D0 $F7         BNE $01E915                     A:CD1D X:0006 Y:CE1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:186
01E915 $B9 $00 $00     LDA $0000,Y [04CE1A] = $3F      A:CD1D X:0006 Y:CE1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:192
01E918 $C8             INY                             A:CD3F X:0006 Y:CE1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:201
01E919 $85 $80         STA $80 [002180] = $00          A:CD3F X:0006 Y:CE1B S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:205
01E91B $CA             DEX                             A:CD3F X:0006 Y:CE1B S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:210
01E91C $D0 $F7         BNE $01E915                     A:CD3F X:0005 Y:CE1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:214
01E915 $B9 $00 $00     LDA $0000,Y [04CE1B] = $1A      A:CD3F X:0005 Y:CE1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:219
01E918 $C8             INY                             A:CD1A X:0005 Y:CE1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:229
01E919 $85 $80         STA $80 [002180] = $00          A:CD1A X:0005 Y:CE1C S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:232
01E91B $CA             DEX                             A:CD1A X:0005 Y:CE1C S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:238
01E91C $D0 $F7         BNE $01E915                     A:CD1A X:0004 Y:CE1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:241
01E915 $B9 $00 $00     LDA $0000,Y [04CE1C] = $2F      A:CD1A X:0004 Y:CE1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:247
01E918 $C8             INY                             A:CD2F X:0004 Y:CE1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:256
01E919 $85 $80         STA $80 [002180] = $00          A:CD2F X:0004 Y:CE1D S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:260
01E91B $CA             DEX                             A:CD2F X:0004 Y:CE1D S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:265
01E91C $D0 $F7         BNE $01E915                     A:CD2F X:0003 Y:CE1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:269
01E915 $B9 $00 $00     LDA $0000,Y [04CE1D] = $1B      A:CD2F X:0003 Y:CE1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:274
01E918 $C8             INY                             A:CD1B X:0003 Y:CE1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:296
01E919 $85 $80         STA $80 [002180] = $00          A:CD1B X:0003 Y:CE1E S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:299
01E91B $CA             DEX                             A:CD1B X:0003 Y:CE1E S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:305
01E91C $D0 $F7         BNE $01E915                     A:CD1B X:0002 Y:CE1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:308
01E915 $B9 $00 $00     LDA $0000,Y [04CE1E] = $1E      A:CD1B X:0002 Y:CE1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:314
01E918 $C8             INY                             A:CD1E X:0002 Y:CE1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:323
01E919 $85 $80         STA $80 [002180] = $00          A:CD1E X:0002 Y:CE1F S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:326
01E91B $CA             DEX                             A:CD1E X:0002 Y:CE1F S:1FC2 D:2100 DB:04 P:NvMxdizc V:91  H:331
01E91C $D0 $F7         BNE $01E915                     A:CD1E X:0001 Y:CE1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:91  H:335
01E915 $B9 $00 $00     LDA $0000,Y [04CE1F] = $0B      A:CD1E X:0001 Y:CE1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:0  
01E918 $C8             INY                             A:CD0B X:0001 Y:CE1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:10 
01E919 $85 $80         STA $80 [002180] = $00          A:CD0B X:0001 Y:CE20 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:13 
01E91B $CA             DEX                             A:CD0B X:0001 Y:CE20 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:19 
01E91C $D0 $F7         BNE $01E915                     A:CD0B X:0000 Y:CE20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:22 
01E91E $A2 $08 $00     LDX #$0008                      A:CD0B X:0000 Y:CE20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:26 
01E921 $B9 $00 $00     LDA $0000,Y [04CE20] = $00      A:CD0B X:0008 Y:CE20 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:32 
01E924 $C8             INY                             A:CD00 X:0008 Y:CE20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:42 
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0008 Y:CE21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:45 
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0008 Y:CE21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:51 
01E929 $CA             DEX                             A:CD00 X:0008 Y:CE21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:56 
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0007 Y:CE21 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:60 
01E921 $B9 $00 $00     LDA $0000,Y [04CE21] = $00      A:CD00 X:0007 Y:CE21 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:65 
01E924 $C8             INY                             A:CD00 X:0007 Y:CE21 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:75 
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0007 Y:CE22 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:78 
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0007 Y:CE22 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:84 
01E929 $CA             DEX                             A:CD00 X:0007 Y:CE22 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:89 
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0006 Y:CE22 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:93 
01E921 $B9 $00 $00     LDA $0000,Y [04CE22] = $00      A:CD00 X:0006 Y:CE22 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:98 
01E924 $C8             INY                             A:CD00 X:0006 Y:CE22 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:108
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0006 Y:CE23 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:111
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0006 Y:CE23 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:117
01E929 $CA             DEX                             A:CD00 X:0006 Y:CE23 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:122
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0005 Y:CE23 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:126
01E921 $B9 $00 $00     LDA $0000,Y [04CE23] = $10      A:CD00 X:0005 Y:CE23 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:131
01E924 $C8             INY                             A:CD10 X:0005 Y:CE23 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:151
01E925 $85 $80         STA $80 [002180] = $00          A:CD10 X:0005 Y:CE24 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:154
01E927 $64 $80         STZ $80 [002180] = $00          A:CD10 X:0005 Y:CE24 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:160
01E929 $CA             DEX                             A:CD10 X:0005 Y:CE24 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:165
01E92A $D0 $F5         BNE $01E921                     A:CD10 X:0004 Y:CE24 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:169
01E921 $B9 $00 $00     LDA $0000,Y [04CE24] = $00      A:CD10 X:0004 Y:CE24 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:174
01E924 $C8             INY                             A:CD00 X:0004 Y:CE24 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:184
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0004 Y:CE25 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:187
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0004 Y:CE25 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:193
01E929 $CA             DEX                             A:CD00 X:0004 Y:CE25 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:198
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0003 Y:CE25 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:202
01E921 $B9 $00 $00     LDA $0000,Y [04CE25] = $00      A:CD00 X:0003 Y:CE25 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:207
01E924 $C8             INY                             A:CD00 X:0003 Y:CE25 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:217
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0003 Y:CE26 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:220
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0003 Y:CE26 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:226
01E929 $CA             DEX                             A:CD00 X:0003 Y:CE26 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:231
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0002 Y:CE26 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:235
01E921 $B9 $00 $00     LDA $0000,Y [04CE26] = $10      A:CD00 X:0002 Y:CE26 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:240
01E924 $C8             INY                             A:CD10 X:0002 Y:CE26 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:250
01E925 $85 $80         STA $80 [002180] = $00          A:CD10 X:0002 Y:CE27 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:253
01E927 $64 $80         STZ $80 [002180] = $00          A:CD10 X:0002 Y:CE27 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:259
01E929 $CA             DEX                             A:CD10 X:0002 Y:CE27 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:264
01E92A $D0 $F5         BNE $01E921                     A:CD10 X:0001 Y:CE27 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:268
01E921 $B9 $00 $00     LDA $0000,Y [04CE27] = $00      A:CD10 X:0001 Y:CE27 S:1FC2 D:2100 DB:04 P:nvMxdizc V:92  H:273
01E924 $C8             INY                             A:CD00 X:0001 Y:CE27 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:295
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0001 Y:CE28 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:298
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0001 Y:CE28 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:304
01E929 $CA             DEX                             A:CD00 X:0001 Y:CE28 S:1FC2 D:2100 DB:04 P:NvMxdizc V:92  H:309
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0000 Y:CE28 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:313
01E92C $FA             PLX                             A:CD00 X:0000 Y:CE28 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:92  H:317
01E92D $2B             PLD                             A:CD00 X:7F40 Y:CE28 S:1FC4 D:2100 DB:04 P:nvMxdizc V:92  H:325
01E92E $60             RTS                             A:CD00 X:7F40 Y:CE28 S:1FC6 D:0000 DB:04 P:nvMxdiZc V:92  H:334
01FE2A $C0 $A0 $D1     CPY #$D1A0                      A:CD00 X:7F40 Y:CE28 S:1FC8 D:0000 DB:04 P:nvMxdiZc V:93  H:4  
01FE2D $D0 $F8         BNE $01FE27                     A:CD00 X:7F40 Y:CE28 S:1FC8 D:0000 DB:04 P:NvMxdizc V:93  H:10 
01FE27 $20 $0C $E9     JSR $E90C [01E90C] = $0B        A:CD00 X:7F40 Y:CE28 S:1FC8 D:0000 DB:04 P:NvMxdizc V:93  H:16 
01E90C $0B             PHD                             A:CD00 X:7F40 Y:CE28 S:1FC6 D:0000 DB:04 P:NvMxdizc V:93  H:27 
01E90D $DA             PHX                             A:CD00 X:7F40 Y:CE28 S:1FC4 D:0000 DB:04 P:NvMxdizc V:93  H:35 
01E90E $F4 $00 $21     PEA #$2100                      A:CD00 X:7F40 Y:CE28 S:1FC2 D:0000 DB:04 P:NvMxdizc V:93  H:42 
01E911 $2B             PLD                             A:CD00 X:7F40 Y:CE28 S:1FC0 D:0000 DB:04 P:NvMxdizc V:93  H:52 
01E912 $A2 $10 $00     LDX #$0010                      A:CD00 X:7F40 Y:CE28 S:1FC2 D:2100 DB:04 P:nvMxdizc V:93  H:61 
01E915 $B9 $00 $00     LDA $0000,Y [04CE28] = $0F      A:CD00 X:0010 Y:CE28 S:1FC2 D:2100 DB:04 P:nvMxdizc V:93  H:67 
01E918 $C8             INY                             A:CD0F X:0010 Y:CE28 S:1FC2 D:2100 DB:04 P:nvMxdizc V:93  H:77 
01E919 $85 $80         STA $80 [002180] = $00          A:CD0F X:0010 Y:CE29 S:1FC2 D:2100 DB:04 P:NvMxdizc V:93  H:80 
01E91B $CA             DEX                             A:CD0F X:0010 Y:CE29 S:1FC2 D:2100 DB:04 P:NvMxdizc V:93  H:86 
