01916F $20 $0B $FE     JSR $FE0B [01FE0B] = $8B        A:CDC8 X:0D20 Y:CDC8 S:1FCB D:0000 DB:01 P:nvMxdiZc V:198 H:304
01E91B $CA             DEX                             A:CD20 X:0009 Y:9B00 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:202
01E91C $D0 $F7         BNE $01E915                     A:CD20 X:0008 Y:9B00 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:206
01E915 $B9 $00 $00     LDA $0000,Y [049B00] = $D0      A:CD20 X:0008 Y:9B00 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:211
01E918 $C8             INY                             A:CDD0 X:0008 Y:9B00 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:221
01E919 $85 $80         STA $80 [002180] = $00          A:CDD0 X:0008 Y:9B01 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:224
01E91B $CA             DEX                             A:CDD0 X:0008 Y:9B01 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:230
01E91C $D0 $F7         BNE $01E915                     A:CDD0 X:0007 Y:9B01 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:233
01E915 $B9 $00 $00     LDA $0000,Y [049B01] = $C0      A:CDD0 X:0007 Y:9B01 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:239
01E918 $C8             INY                             A:CDC0 X:0007 Y:9B01 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:248
01E919 $85 $80         STA $80 [002180] = $00          A:CDC0 X:0007 Y:9B02 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:252
01E91B $CA             DEX                             A:CDC0 X:0007 Y:9B02 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:257
01E91C $D0 $F7         BNE $01E915                     A:CDC0 X:0006 Y:9B02 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:261
01E915 $B9 $00 $00     LDA $0000,Y [049B02] = $10      A:CDC0 X:0006 Y:9B02 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:266
01E918 $C8             INY                             A:CD10 X:0006 Y:9B02 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:276
01E919 $85 $80         STA $80 [002180] = $00          A:CD10 X:0006 Y:9B03 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:279
01E91B $CA             DEX                             A:CD10 X:0006 Y:9B03 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:285
01E91C $D0 $F7         BNE $01E915                     A:CD10 X:0005 Y:9B03 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:288
01E915 $B9 $00 $00     LDA $0000,Y [049B03] = $00      A:CD10 X:0005 Y:9B03 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:294
01E918 $C8             INY                             A:CD00 X:0005 Y:9B03 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:227 H:303
01E919 $85 $80         STA $80 [002180] = $00          A:CD00 X:0005 Y:9B04 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:307
01E91B $CA             DEX                             A:CD00 X:0005 Y:9B04 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:312
01E91C $D0 $F7         BNE $01E915                     A:CD00 X:0004 Y:9B04 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:316
01E915 $B9 $00 $00     LDA $0000,Y [049B04] = $10      A:CD00 X:0004 Y:9B04 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:321
01E918 $C8             INY                             A:CD10 X:0004 Y:9B04 S:1FC2 D:2100 DB:04 P:nvMxdizc V:227 H:330
01E919 $85 $80         STA $80 [002180] = $00          A:CD10 X:0004 Y:9B05 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:333
01E91B $CA             DEX                             A:CD10 X:0004 Y:9B05 S:1FC2 D:2100 DB:04 P:NvMxdizc V:227 H:339
01E91C $D0 $F7         BNE $01E915                     A:CD10 X:0003 Y:9B05 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:2  
01E915 $B9 $00 $00     LDA $0000,Y [049B05] = $00      A:CD10 X:0003 Y:9B05 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:8  
01E918 $C8             INY                             A:CD00 X:0003 Y:9B05 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:17 
01E919 $85 $80         STA $80 [002180] = $00          A:CD00 X:0003 Y:9B06 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:21 
01E91B $CA             DEX                             A:CD00 X:0003 Y:9B06 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:26 
01E91C $D0 $F7         BNE $01E915                     A:CD00 X:0002 Y:9B06 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:30 
01E915 $B9 $00 $00     LDA $0000,Y [049B06] = $30      A:CD00 X:0002 Y:9B06 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:35 
01E918 $C8             INY                             A:CD30 X:0002 Y:9B06 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:45 
01E919 $85 $80         STA $80 [002180] = $00          A:CD30 X:0002 Y:9B07 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:48 
01E91B $CA             DEX                             A:CD30 X:0002 Y:9B07 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:54 
01E91C $D0 $F7         BNE $01E915                     A:CD30 X:0001 Y:9B07 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:57 
01E915 $B9 $00 $00     LDA $0000,Y [049B07] = $00      A:CD30 X:0001 Y:9B07 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:63 
01E918 $C8             INY                             A:CD00 X:0001 Y:9B07 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:72 
01E919 $85 $80         STA $80 [002180] = $00          A:CD00 X:0001 Y:9B08 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:76 
01E91B $CA             DEX                             A:CD00 X:0001 Y:9B08 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:81 
01E91C $D0 $F7         BNE $01E915                     A:CD00 X:0000 Y:9B08 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:85 
01E91E $A2 $08 $00     LDX #$0008                      A:CD00 X:0000 Y:9B08 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:89 
01E921 $B9 $00 $00     LDA $0000,Y [049B08] = $00      A:CD00 X:0008 Y:9B08 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:95 
01E924 $C8             INY                             A:CD00 X:0008 Y:9B08 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:104
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0008 Y:9B09 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:108
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0008 Y:9B09 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:113
01E929 $CA             DEX                             A:CD00 X:0008 Y:9B09 S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:119
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0007 Y:9B09 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:122
01E921 $B9 $00 $00     LDA $0000,Y [049B09] = $00      A:CD00 X:0007 Y:9B09 S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:128
01E924 $C8             INY                             A:CD00 X:0007 Y:9B09 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:228 H:147
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0007 Y:9B0A S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:151
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0007 Y:9B0A S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:156
01E929 $CA             DEX                             A:CD00 X:0007 Y:9B0A S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:162
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0006 Y:9B0A S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:165
01E921 $B9 $00 $00     LDA $0000,Y [049B0A] = $C0      A:CD00 X:0006 Y:9B0A S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:171
01E924 $C8             INY                             A:CDC0 X:0006 Y:9B0A S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:180
01E925 $85 $80         STA $80 [002180] = $00          A:CDC0 X:0006 Y:9B0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:184
01E927 $64 $80         STZ $80 [002180] = $00          A:CDC0 X:0006 Y:9B0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:189
01E929 $CA             DEX                             A:CDC0 X:0006 Y:9B0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:195
01E92A $D0 $F5         BNE $01E921                     A:CDC0 X:0005 Y:9B0B S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:198
01E921 $B9 $00 $00     LDA $0000,Y [049B0B] = $C0      A:CDC0 X:0005 Y:9B0B S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:204
01E924 $C8             INY                             A:CDC0 X:0005 Y:9B0B S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:213
01E925 $85 $80         STA $80 [002180] = $00          A:CDC0 X:0005 Y:9B0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:217
01E927 $64 $80         STZ $80 [002180] = $00          A:CDC0 X:0005 Y:9B0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:222
01E929 $CA             DEX                             A:CDC0 X:0005 Y:9B0C S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:228
01E92A $D0 $F5         BNE $01E921                     A:CDC0 X:0004 Y:9B0C S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:231
01E921 $B9 $00 $00     LDA $0000,Y [049B0C] = $20      A:CDC0 X:0004 Y:9B0C S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:237
01E924 $C8             INY                             A:CD20 X:0004 Y:9B0C S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:246
01E925 $85 $80         STA $80 [002180] = $00          A:CD20 X:0004 Y:9B0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:250
01E927 $64 $80         STZ $80 [002180] = $00          A:CD20 X:0004 Y:9B0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:255
01E929 $CA             DEX                             A:CD20 X:0004 Y:9B0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:261
01E92A $D0 $F5         BNE $01E921                     A:CD20 X:0003 Y:9B0D S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:264
01E921 $B9 $00 $00     LDA $0000,Y [049B0D] = $E0      A:CD20 X:0003 Y:9B0D S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:270
01E924 $C8             INY                             A:CDE0 X:0003 Y:9B0D S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:279
01E925 $85 $80         STA $80 [002180] = $00          A:CDE0 X:0003 Y:9B0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:283
01E927 $64 $80         STZ $80 [002180] = $00          A:CDE0 X:0003 Y:9B0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:288
01E929 $CA             DEX                             A:CDE0 X:0003 Y:9B0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:294
01E92A $D0 $F5         BNE $01E921                     A:CDE0 X:0002 Y:9B0E S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:297
01E921 $B9 $00 $00     LDA $0000,Y [049B0E] = $E0      A:CDE0 X:0002 Y:9B0E S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:303
01E924 $C8             INY                             A:CDE0 X:0002 Y:9B0E S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:312
01E925 $85 $80         STA $80 [002180] = $00          A:CDE0 X:0002 Y:9B0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:316
01E927 $64 $80         STZ $80 [002180] = $00          A:CDE0 X:0002 Y:9B0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:321
01E929 $CA             DEX                             A:CDE0 X:0002 Y:9B0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:228 H:326
01E92A $D0 $F5         BNE $01E921                     A:CDE0 X:0001 Y:9B0F S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:329
01E921 $B9 $00 $00     LDA $0000,Y [049B0F] = $C0      A:CDE0 X:0001 Y:9B0F S:1FC2 D:2100 DB:04 P:nvMxdizc V:228 H:335
01E924 $C8             INY                             A:CDC0 X:0001 Y:9B0F S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:4  
01E925 $85 $80         STA $80 [002180] = $00          A:CDC0 X:0001 Y:9B10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:8  
01E927 $64 $80         STZ $80 [002180] = $00          A:CDC0 X:0001 Y:9B10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:13 
01E929 $CA             DEX                             A:CDC0 X:0001 Y:9B10 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:19 
01E92A $D0 $F5         BNE $01E921                     A:CDC0 X:0000 Y:9B10 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:229 H:22 
01E92C $FA             PLX                             A:CDC0 X:0000 Y:9B10 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:229 H:26 
01E92D $2B             PLD                             A:CDC0 X:7F40 Y:9B10 S:1FC4 D:2100 DB:04 P:nvMxdizc V:229 H:35 
01E92E $60             RTS                             A:CDC0 X:7F40 Y:9B10 S:1FC6 D:0000 DB:04 P:nvMxdiZc V:229 H:44 
01FE1F $C0 $A0 $9B     CPY #$9BA0                      A:CDC0 X:7F40 Y:9B10 S:1FC8 D:0000 DB:04 P:nvMxdiZc V:229 H:55 
01FE22 $D0 $F8         BNE $01FE1C                     A:CDC0 X:7F40 Y:9B10 S:1FC8 D:0000 DB:04 P:NvMxdizc V:229 H:61 
01FE1C $20 $0C $E9     JSR $E90C [01E90C] = $0B        A:CDC0 X:7F40 Y:9B10 S:1FC8 D:0000 DB:04 P:NvMxdizc V:229 H:66 
01E90C $0B             PHD                             A:CDC0 X:7F40 Y:9B10 S:1FC6 D:0000 DB:04 P:NvMxdizc V:229 H:78 
01E90D $DA             PHX                             A:CDC0 X:7F40 Y:9B10 S:1FC4 D:0000 DB:04 P:NvMxdizc V:229 H:85 
01E90E $F4 $00 $21     PEA #$2100                      A:CDC0 X:7F40 Y:9B10 S:1FC2 D:0000 DB:04 P:NvMxdizc V:229 H:93 
01E911 $2B             PLD                             A:CDC0 X:7F40 Y:9B10 S:1FC0 D:0000 DB:04 P:NvMxdizc V:229 H:103
01E912 $A2 $10 $00     LDX #$0010                      A:CDC0 X:7F40 Y:9B10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:112
01E915 $B9 $00 $00     LDA $0000,Y [049B10] = $15      A:CDC0 X:0010 Y:9B10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:118
01E918 $C8             INY                             A:CD15 X:0010 Y:9B10 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:127
01E919 $85 $80         STA $80 [002180] = $00          A:CD15 X:0010 Y:9B11 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:131
01E91B $CA             DEX                             A:CD15 X:0010 Y:9B11 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:146
01E91C $D0 $F7         BNE $01E915                     A:CD15 X:000F Y:9B11 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:150
01E915 $B9 $00 $00     LDA $0000,Y [049B11] = $0A      A:CD15 X:000F Y:9B11 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:155
01E918 $C8             INY                             A:CD0A X:000F Y:9B11 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:165
01E919 $85 $80         STA $80 [002180] = $00          A:CD0A X:000F Y:9B12 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:168
01E91B $CA             DEX                             A:CD0A X:000F Y:9B12 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:174
01E91C $D0 $F7         BNE $01E915                     A:CD0A X:000E Y:9B12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:177
01E915 $B9 $00 $00     LDA $0000,Y [049B12] = $11      A:CD0A X:000E Y:9B12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:183
01E918 $C8             INY                             A:CD11 X:000E Y:9B12 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:192
01E919 $85 $80         STA $80 [002180] = $00          A:CD11 X:000E Y:9B13 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:196
01E91B $CA             DEX                             A:CD11 X:000E Y:9B13 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:201
01E91C $D0 $F7         BNE $01E915                     A:CD11 X:000D Y:9B13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:205
01E915 $B9 $00 $00     LDA $0000,Y [049B13] = $0E      A:CD11 X:000D Y:9B13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:210
01E918 $C8             INY                             A:CD0E X:000D Y:9B13 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:220
01E919 $85 $80         STA $80 [002180] = $00          A:CD0E X:000D Y:9B14 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:223
01E91B $CA             DEX                             A:CD0E X:000D Y:9B14 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:229
01E91C $D0 $F7         BNE $01E915                     A:CD0E X:000C Y:9B14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:232
01E915 $B9 $00 $00     LDA $0000,Y [049B14] = $1E      A:CD0E X:000C Y:9B14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:238
01E918 $C8             INY                             A:CD1E X:000C Y:9B14 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:247
01E919 $85 $80         STA $80 [002180] = $00          A:CD1E X:000C Y:9B15 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:251
01E91B $CA             DEX                             A:CD1E X:000C Y:9B15 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:256
01E91C $D0 $F7         BNE $01E915                     A:CD1E X:000B Y:9B15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:260
01E915 $B9 $00 $00     LDA $0000,Y [049B15] = $01      A:CD1E X:000B Y:9B15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:265
01E918 $C8             INY                             A:CD01 X:000B Y:9B15 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:275
01E919 $85 $80         STA $80 [002180] = $00          A:CD01 X:000B Y:9B16 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:278
01E91B $CA             DEX                             A:CD01 X:000B Y:9B16 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:284
01E91C $D0 $F7         BNE $01E915                     A:CD01 X:000A Y:9B16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:287
01E915 $B9 $00 $00     LDA $0000,Y [049B16] = $2F      A:CD01 X:000A Y:9B16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:293
01E918 $C8             INY                             A:CD2F X:000A Y:9B16 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:302
01E919 $85 $80         STA $80 [002180] = $00          A:CD2F X:000A Y:9B17 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:306
01E91B $CA             DEX                             A:CD2F X:000A Y:9B17 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:311
01E91C $D0 $F7         BNE $01E915                     A:CD2F X:0009 Y:9B17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:315
01E915 $B9 $00 $00     LDA $0000,Y [049B17] = $11      A:CD2F X:0009 Y:9B17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:320
01E918 $C8             INY                             A:CD11 X:0009 Y:9B17 S:1FC2 D:2100 DB:04 P:nvMxdizc V:229 H:329
01E919 $85 $80         STA $80 [002180] = $00          A:CD11 X:0009 Y:9B18 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:332
01E91B $CA             DEX                             A:CD11 X:0009 Y:9B18 S:1FC2 D:2100 DB:04 P:NvMxdizc V:229 H:338
01E91C $D0 $F7         BNE $01E915                     A:CD11 X:0008 Y:9B18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:1  
01E915 $B9 $00 $00     LDA $0000,Y [049B18] = $2F      A:CD11 X:0008 Y:9B18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:7  
01E918 $C8             INY                             A:CD2F X:0008 Y:9B18 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:16 
01E919 $85 $80         STA $80 [002180] = $00          A:CD2F X:0008 Y:9B19 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:20 
01E91B $CA             DEX                             A:CD2F X:0008 Y:9B19 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:25 
01E91C $D0 $F7         BNE $01E915                     A:CD2F X:0007 Y:9B19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:29 
01E915 $B9 $00 $00     LDA $0000,Y [049B19] = $14      A:CD2F X:0007 Y:9B19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:34 
01E918 $C8             INY                             A:CD14 X:0007 Y:9B19 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:44 
01E919 $85 $80         STA $80 [002180] = $00          A:CD14 X:0007 Y:9B1A S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:47 
01E91B $CA             DEX                             A:CD14 X:0007 Y:9B1A S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:53 
01E91C $D0 $F7         BNE $01E915                     A:CD14 X:0006 Y:9B1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:56 
01E915 $B9 $00 $00     LDA $0000,Y [049B1A] = $1E      A:CD14 X:0006 Y:9B1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:62 
01E918 $C8             INY                             A:CD1E X:0006 Y:9B1A S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:71 
01E919 $85 $80         STA $80 [002180] = $00          A:CD1E X:0006 Y:9B1B S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:75 
01E91B $CA             DEX                             A:CD1E X:0006 Y:9B1B S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:80 
01E91C $D0 $F7         BNE $01E915                     A:CD1E X:0005 Y:9B1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:84 
01E915 $B9 $00 $00     LDA $0000,Y [049B1B] = $03      A:CD1E X:0005 Y:9B1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:89 
01E918 $C8             INY                             A:CD03 X:0005 Y:9B1B S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:99 
01E919 $85 $80         STA $80 [002180] = $00          A:CD03 X:0005 Y:9B1C S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:102
01E91B $CA             DEX                             A:CD03 X:0005 Y:9B1C S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:108
01E91C $D0 $F7         BNE $01E915                     A:CD03 X:0004 Y:9B1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:111
01E915 $B9 $00 $00     LDA $0000,Y [049B1C] = $1B      A:CD03 X:0004 Y:9B1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:117
01E918 $C8             INY                             A:CD1B X:0004 Y:9B1C S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:126
01E919 $85 $80         STA $80 [002180] = $00          A:CD1B X:0004 Y:9B1D S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:130
01E91B $CA             DEX                             A:CD1B X:0004 Y:9B1D S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:145
01E91C $D0 $F7         BNE $01E915                     A:CD1B X:0003 Y:9B1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:149
01E915 $B9 $00 $00     LDA $0000,Y [049B1D] = $04      A:CD1B X:0003 Y:9B1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:154
01E918 $C8             INY                             A:CD04 X:0003 Y:9B1D S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:164
01E919 $85 $80         STA $80 [002180] = $00          A:CD04 X:0003 Y:9B1E S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:167
01E91B $CA             DEX                             A:CD04 X:0003 Y:9B1E S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:173
01E91C $D0 $F7         BNE $01E915                     A:CD04 X:0002 Y:9B1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:176
01E915 $B9 $00 $00     LDA $0000,Y [049B1E] = $2F      A:CD04 X:0002 Y:9B1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:182
01E918 $C8             INY                             A:CD2F X:0002 Y:9B1E S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:191
01E919 $85 $80         STA $80 [002180] = $00          A:CD2F X:0002 Y:9B1F S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:195
01E91B $CA             DEX                             A:CD2F X:0002 Y:9B1F S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:200
01E91C $D0 $F7         BNE $01E915                     A:CD2F X:0001 Y:9B1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:204
01E915 $B9 $00 $00     LDA $0000,Y [049B1F] = $16      A:CD2F X:0001 Y:9B1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:209
01E918 $C8             INY                             A:CD16 X:0001 Y:9B1F S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:219
01E919 $85 $80         STA $80 [002180] = $00          A:CD16 X:0001 Y:9B20 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:222
01E91B $CA             DEX                             A:CD16 X:0001 Y:9B20 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:228
01E91C $D0 $F7         BNE $01E915                     A:CD16 X:0000 Y:9B20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:230 H:231
01E91E $A2 $08 $00     LDX #$0008                      A:CD16 X:0000 Y:9B20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:230 H:235
01E921 $B9 $00 $00     LDA $0000,Y [049B20] = $00      A:CD16 X:0008 Y:9B20 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:241
01E924 $C8             INY                             A:CD00 X:0008 Y:9B20 S:1FC2 D:2100 DB:04 P:nvMxdiZc V:230 H:251
01E925 $85 $80         STA $80 [002180] = $00          A:CD00 X:0008 Y:9B21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:254
01E927 $64 $80         STZ $80 [002180] = $00          A:CD00 X:0008 Y:9B21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:260
01E929 $CA             DEX                             A:CD00 X:0008 Y:9B21 S:1FC2 D:2100 DB:04 P:NvMxdizc V:230 H:265
01E92A $D0 $F5         BNE $01E921                     A:CD00 X:0007 Y:9B21 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:269
01E921 $B9 $00 $00     LDA $0000,Y [049B21] = $00      A:CD00 X:0007 Y:9B21 S:1FC2 D:2100 DB:04 P:nvMxdizc V:230 H:274
